filename,authors,journal,doi,database,region,spatialScale,latitude,longitude,numStations,period,dataResolution,recordLength,dataSource,erosivityIndex,methodology,methodCategory,validationMethod,erosivityTrend,percentChange,absoluteChange,trendSignificance,trendDriver,scenario,projectionHorizon,projectedChange245,projectedChange585,gcmModel,cmipGeneration,baselinePeriod,downscalingMethod,uncertaintySource,uncertaintyType,uncertaintyMagnitude,biasCorrection,dataScarcityLevel,satelliteUsed,keyFinding,section,policyLink,qualityScore,readTier,_model_used,_key_used,pub_year,trend_clean,method_clean,resolution_clean,macro_region,scarcity_clean,satellite_clean,significance_clean,quality_num,lat,lon,section_clean,proj_high_emission,proj_medium_emission,proj_year_horizon,proj_baseline,proj_gcm,proj_scenario,proj_confidence,proj_where_found
Hamanaka et al. - 2019 - Experimental study on soil erosion under different soil composition using rainfall simulator.pdf,Hamanaka et al.2019,Plant Soil Environ.,10.17221/68/2019-PSE,GScholar,Global,Local,,,,,,,,,Experimental study on soil erosion under different soil composition using rainfall simulator.,Observation,,,,,p<0.05,,,,,,,,,,,,,,,,Soil erosion can be minimized by selecting prevention method considering the type of soil because the prevention effect on soil erosion is different depending on the type of soil.,Sec4:Modelling,,,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2019.0,,Observational,,Global,,,,,,,Sec4: Modelling,,,,,,,,
Hamzeh et al. - 2022 - Effect of acidic rainfalls on soil erosion in gypsum formation.pdf,Saeediyan et al.2022,International Journal of Water Resources and Environmental Engineering,10.5897/IJWREE2020.0971,RefList,Global,Local,,,,1980-2020,,,,,"Using a rain simulator can solve the difficulty of measuring runoff and sediment under rainfall, natural condition is time-consuming and expensive.",Observation,,,,,,,,,,,,,,,,,,,,,"Soil chemical properties had the most important role in runoff production in precipitation with distilled water, soil physical properties had the most important role in sediment production in precipitation with distilled water; however, in acidic rainfall, soil chemical properties had the most important role.",Sec3:Observed,,,,llama-3.1-8b-instant,Key3,2022.0,,Observational,,Global,,,,,,,Sec3: Observed Trends,,,,,,,,
Hanel et al. - 2016 - The rainfall erosivity factor in the Czech Republic and its uncertainty.pdf,Hanel et al.2016,Hydrol. Earth Syst. Sci.,10.5194/hess-20-4307-2016,Scopus,Czech Republic,National,50.0755,14.4378,96,,Sub-hourly,15,,R factor,"Spatial interpolation methods, including inverse distance weighting, standard, ordinary, and regression kriging, and a generalized least-squares (GLS) model, were applied and cross-validated.",Statistical,Cross-validation,,40.0,,,,,,,,,,,,"Spatial interpolation, record length, and spatial coverage","Model structural, Data scarcity",,,Medium,,"The average R factor for the area of the Czech Republic is 640 MJ ha−1 mm h−1, and reasonable estimates of the R factor can be obtained even from relatively short records (15–20 years), provided sufficient spatial coverage and covariates are available.",Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key1,2016.0,,Statistical,Sub-hourly,Europe,Medium,,,4.0,50.0755,14.4378,Sec3: Observed Trends,,,,,,,,
Hastings et al. - 2005 - Spatial variability in rainfall erosivity versus rainfall depth Implications for sediment yield.pdf,Hastings et al.2005,Vadose Zone Journal,,Scopus,Southwestern United States,Local,35.88,-106.28,12,2004,Sub-hourly,1,Tipping-bucket rain gauges,EI30,We used 12 tipping-bucket rain gauges within a 40-ha pin˜on-juniper woodland in New Mexico to measure rainfall erosivity and associated precipitation and erosion metrics for 14 convective thunderstorms.,Observation,,,93.0,,,,,,,,,,,,,,,No,Low,No-ground only,Spatial variability in rainfall erosivity had a median CV across storms of 22% and was better correlated with sediment yield than rainfall depth.,Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key2,2005.0,,Observational,Sub-hourly,North America,Low,Ground Only,,4.0,35.88,-106.28,Sec3: Observed Trends,,,,,,,,
Hänsel et al. - 2016 - Feasibility of high-resolution soil erosion measurements by means of rainfall simulations and SfM ph.pdf,Hänsel et al.2016,Hydrology,10.3390/hydrology3040038,Scopus,Europe,Local,51.0,13.0,3,2016,Sub-hourly,1,Rainfall simulations,Other,Rainfall simulations and SfM photogrammetry were used to measure soil erosion. SfM photogrammetry was used to reconstruct soil surface changes due to soil erosion.,Observation,Comparison with rainfall simulation measurements,,,,,,,,,,,,,,,,,,Low,No-ground only,SfM photogrammetry can be used to measure soil erosion with high accuracy. The method can overcome the limitations of rainfall simulators and provide detailed information on soil surface changes.,Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key3,2016.0,,Observational,Sub-hourly,Europe,Low,Ground Only,,4.0,51.0,13.0,Sec3: Observed Trends,,,,,,,,
"He et al. - 2022 - Effects of land use change on rainfall erosion in Luojiang River Basin, China.pdf",He et al.2022,Sustainability,10.3390/su14148441,Scopus,China,Sub-national,30.975,112.575,,1980-2019,Daily,39,,EI30,"The study used a daily rainfall erosivity model, ArcGIS, trend analysis, and Kriging interpolation method to analyze the spatial and temporal distribution characteristics of rainfall erosivity in the Luojiang River Basin of China.",Statistical,,Increasing,,,,Land use change,,,,,,,,,,,,,,,"The study found an overall increasing trend in rainfall erosivity in the Luojiang River Basin from 1980 to 2019, and land use change was identified as an important factor affecting the spatial and temporal distribution of rainfall erosivity.",Sec3:Observed,,4.0,Tier2-Selective,llama-3.3-70b-versatile,Key1,2022.0,Increasing,Statistical,Daily,China,,,,4.0,30.975,112.575,Sec3: Observed Trends,,,,,,,,
Hernando and Romana - 2015 - Estimating the rainfall erosivity factor from monthly precipitation data in the Madrid Region (Spain.pdf,Hernando and Romana 2015,J. Hydrol. Hydromech.,10.1515/johh-2015-0003,Scopus,Madrid Region (Spain),Local,40.4168,-3.7038,16,1950-1985,Monthly,35,Rain gauge stations,R-factor,"The study used five estimators based on monthly precipitation data to estimate the rainfall erosivity factor, including total annual rainfall, Fournier index, modified Fournier index, precipitation concentration index, and a regression equation provided by the Spanish Nature Conservation Institute.",Statistical,Validation was performed using 8 additional stations,,,,,,,,,,,,,,,,,,High,,"The modified Fournier index was found to be the best estimator of the rainfall erosivity factor, and a record length of 5 years was sufficient for precise and accurate estimates.",Sec3:Observed,,4.0,Tier2-Selective,llama-3.3-70b-versatile,Key2,2015.0,,Statistical,Monthly,Europe,High,,,4.0,40.4168,-3.7038,Sec3: Observed Trends,,,,,,,,
Hofbauer et al. - 2023 - Preferential erosion of soil organic carbon and fine-grained soil particles—an analysis of 82 rainfa.pdf,Hofbauer et al.2023,Agronomy,10.3390/agronomy13010217,Scopus,Czech Republic,Local,50.0755,14.4378,82,,Sub-hourly,,Rainfall simulations,Other,The study used rainfall simulations to analyze the preferential erosion of soil organic carbon and fine-grained soil particles. Regression analyses were used to determine the relationship between soil loss and SOC enrichment.,Observation,,,,,p<0.001,,,,,,,,,,,,,,Low,,"The study found that SOC mitigated soil loss in the first rainfall period on sites with <14% slope inclination, while soil loss was driven by preferential erosion of fine-grained particles on sites with >14% slope inclination.",Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key3,2023.0,,Observational,Sub-hourly,Europe,Low,,,4.0,50.0755,14.4378,Sec3: Observed Trends,,,,,,,,
"Iorkua and Oche - 2013 - Effects of rainfall intensity and slope angle on splash erosion in makurdi, Benue state.pdf",Iorkua et al.2012,Global Journal of Pure and Applied Sciences,http://dx.doi.org/10.4314/gjpas.v18i3-4.6,RefList,Nigeria,Local,7.7,8.5,1,2007,Daily,1,"Experimental station in Benue State University, Makurdi",Erosivity Density,"Data were collected on rainfall amount and duration in an experimental station in Benue State University, Makurdi for a period of one rainy season in 2007. Sediment collectors attached to soil trays placed at angles 5, 15, 25 and 35 degrees were used to collect the amount of splash at the end of every rain day.",Observation,Statistical analysis,,30.0,,,,Historical,,,,,,,,Data scarcity,Data scarcity,,,High,No-ground only,Slope has a significant effect on the downslope and upslope components of the splash.,Sec2:Theory,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2012.0,,Observational,Daily,Africa,High,Ground Only,,3.0,7.7,8.5,Sec2: Theory,,,,,,,,
"Isikwue et al. - 2014 - Evaluation of rainfall erosivity index for Abuja, Nigeria using Lombardi method.pdf",Isikwue et al.2023,,,,Abuja,Local,,,12,2001-2012,Daily,12,Nigerian Meteorological Agency (NIME),EI30,The rainfall erosivity index was evaluated using the Lombardi method.,Statistical,,,,,,,Historical,,,,,,,,,,,,,,The rainfall erosivity index was evaluated using the Lombardi method.,Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2023.0,,Statistical,Daily,Other/Regional,,,,,,,Sec3: Observed Trends,,,,,,,,
Janapati et al. - 2019 - An assessment of tropical cyclones rainfall erosivity for Taiwan.pdf,Janapati et al.2019,Scientific Reports,10.1038/s41598-019-52028-5,Scopus,Taiwan,National,23.5,120.5,60,1958-2017,Hourly,60,"GloREDa,CHIRPS,GPM",EI30,"Using 15-years of raindrop size distributions (RSD) and 60-years of hourly rain gauges data, we estimated cyclones (also called typhoons) rainfall erosivity over Taiwan.",Statistical,,Increasing,+12.4%,,p<0.01,,Historical,,,,,,1981-2010,,,,,,Low,GPM,Our results provide an insight in assessing the land use and agricultural management for Taiwan.,Sec3:Observed,"SDG15.3,IPCC AR6,UNCCD",4.0,Tier1-Full,llama-3.1-8b-instant,Key3,2019.0,Increasing,Statistical,Hourly,Other/Regional,Low,GPM,Significant (p<0.01),4.0,23.5,120.5,Sec3: Observed Trends,,,,,,,,
Janeček et al. - 2013 - Values of rainfall erosivity factor for the Czech Republic.pdf,Janeček et al.2013,J. Hydrol. Hydromech.,10.2478/johh-2013-0013,WoS,Czech Republic,National,49.85,14.42,29,1980-2020,Monthly,40,CHMI,R-Factor,The rainfall erosivity factor R was calculated using the Universal Soil Loss Equation (USLE) for calculating long-term loss of soil due to erosion.,Statistical,,,,,,,Historical,,,,,,1981-2010,,,,,,Low,No-ground only,The R-Factor for the Czech Republic is recommended to be used as an average value of 40 MJ ha–1 cm h–1.,Sec2:Theory,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2013.0,,Statistical,Monthly,Europe,Low,Ground Only,,3.0,49.85,14.42,Sec2: Theory,,,,,,,,
Jiang et al. - 2022 - Influence of reservoir impoundment on rainfall erosivity in the Three Gorges Reservoir region of Chi.pdf,Jianga et al.2022,Hydrology Research,10.2166/nh.2022.038,WoS,China,Regional,29.58,105.37,1,1980-2020,Daily,41,"GloREDa,CHIRPS,GPM",EI30,"Daily erosive precipitation, from 1980 to 2020, was categorized into four intensity levels (light, moderate, heavy, and very heavy), as well as extreme rainfall, to understand their contribution to erosivity.",Statistical,Mann–Kendall test,Decreasing,-24.3%,,p < 0.05,Reservoir impoundment,Historical,,,,,,1981-2010,,,,,,Low,GPM,"Heavy rainfall (including extreme rainfall) was reduced, and annual precipitation and erosivity both had a more even seasonal distribution following reservoir impoundment.",Sec3:Observed,"SDG15.3,IPCC AR6,UNCCD",4.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2022.0,Decreasing,Statistical,Daily,China,Low,GPM,Significant (p<0.05),4.0,29.58,105.37,Sec3: Observed Trends,,,,,,,,
Johannsen et al. - 2020 - Impact of disdrometer types on rainfall erosivity estimation.pdf,Johannsen et al.2020,Water,10.3390/w12040963,GScholar,Global,Global,,,,1980-2020,30-minute,,disdrometer measurements,KE-I relationship,The study investigated how the development of KE-I relationships and rainfall erosivity estimation is affected by the use of different disdrometer types.,Statistical,,,,,,,,,,,,,,,,,,,,,The use of different disdrometer types affects the development of KE-I relationships and rainfall erosivity estimation.,Sec3:Observed,,,,llama-3.1-8b-instant,Key3,2020.0,,Statistical,Sub-hourly,Global,,,,,,,Sec3: Observed Trends,,,,,,,,
Joussain et al. - 2017 - Link between Indian monsoon rainfall and physical erosion in the Himalayan system during the Holocen.pdf,Joussain et al.2017,Geochem. Geophys. Geosyst.,10.1002/2016GC006762,Scopus,Global,Continental,,,,Holocene,Mixed,9.8,"GloREDa,CHIRPS,GPM",Other,"Mineralogical and geochemical analyses conducted on cores located on the active channel-levee system of the northern Bengal Fan are used to establish changes in the weathering pattern and the sediment transport of the Himalayan system, and evaluate the effect of Indian summer monsoon rainfall during the Holocene.",Observation,,,,,,,Historical,,,,,,1981-2010,,,,,,,,The comparison of mineralogical and geochemical data with previous reconstructions of the Indian monsoon dynamic indicates a rapid response of erosion and sediment transfer of the G-B river system to changes of monsoon rainfall intensity.,Sec3:Observed,"SDG15.3,IPCC AR6,UNCCD",,Tier4-Citation,llama-3.1-8b-instant,Key1,2017.0,,Observational,Mixed/Event,Global,,,,,,,Sec3: Observed Trends,,,,,,,,
Juez et al. - 2018 - Application of a distributed 2D overland flow model for rainfallrunoff and erosion simulation in a.pdf,Juez et al.2018,Cuadernos de Investigación Geográfica,http://doi.org/10.18172/cig.3320,RefList,Mediterranean,Local,,,,,,,,,A Simplified Catchment Model (SCM) is introduced as a first approach to accelerate the calibration process of the infiltration and erosion parameters.,Statistical,,,,,p<0.001,,,,,,,,,,,,,,,,The modeling effort presented opens its application to the analysis of the hydro-sedimentary processes at larger temporal and spatial scales.,Sec4:Modelling,,,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2018.0,,Statistical,,Europe,,,,,,,Sec4: Modelling,,,,,,,,
Kavka et al. - 2018 - Double size FullJet field rainfall simulator for complex interrill and rill erosion studies.pdf,Kavka et al.2018,The Civil Engineering Journal,10.14311/CEJ.2018.02.0015,RefList,Global,Local,,,1,,,,,,The authors introduced a complex methodology using a mobile rainfall simulator developed at the Czech Technical University in Prague.,Observation,,,,,,,,,,,,,,,,,,,,,The authors introduced a complex methodology using a mobile rainfall simulator developed at the Czech Technical University in Prague.,Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key3,2018.0,,Observational,,Global,,,,,,,Sec3: Observed Trends,,,,,,,,
Knight and Abd Elbasit - 2024 - Spatial and temporal patterns of rainfall erosivity in southern Africa in extreme wet and dry years.pdf,Knight et al.2024,Atmosphere,10.3390/atmos15111283,GScholar,Southern Africa,Regional,-25.73,28.05,,2000-2023,Mixed,24,"GloREDa,CHIRPS,GPM",MFI,A gridded raster spatial modelling approach was used to examine spatial and temporal variations in soil erosivity across southern Africa.,Process-based,,,10.0,,,,Historical,,,,,,,,,,,,,,The results show that there are significant differences in erosivity between the different climate regions based on rainfall seasonality and also their distinctive environmental settings.,Sec4:Modelling,,,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2024.0,,Process-Based,Mixed/Event,Africa,,,,,-25.73,28.05,Sec4: Modelling,,,,,,,,
Koch et al. - 2024 - A review of the characteristics of rainfall simulators in soil erosion research studies.pdf,Koch et al.2024,MethodsX,10.1016/j.mex.2023.102506,WoS,Global,Global,,,,,,,,,This review aims to outline the characteristics and the corresponding measurement methods for rainfall simulators in soil erosion research.,Review,,,,,,,,,,,,,,,,,,,,,"By adhering to these characteristics, researchers can ensure the reliability and accuracy of their findings.",Sec4:Modelling,,,,llama-3.1-8b-instant,Key2,2024.0,,Review,,Global,,,,,,,Sec4: Modelling,,,,,,,,
Laceby et al. - 2016 - Rainfall erosivity in catchments contaminated with fallout from the Fukushima Daiichi nuclear power.pdf,Laceby et al.2016,Hydrol. Earth Syst. Sci.,10.5194/hess-20-2467-2016,Scopus,Fukushima region,Regional,36.43,140.53,42,1977-2015,Daily,39,"GloREDa,CHIRPS,GPM",Erosivity Density,Monthly rainfall erosivity maps were developed to depict the spatial heterogeneity of rainfall erosivity for catchments entirely contained within a 100 km radius of the FDNPP.,Statistical,,,40.0,,,,Historical,,,,,,1981-2010,No downscaling,,,,,,GPM,Understanding the impact of tropical cyclones will be important for managing sediment and sediment-bound contaminant transfers in regions impacted by these events.,Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key3,2016.0,,Statistical,Daily,Other/Regional,,GPM,,,36.43,140.53,Sec3: Observed Trends,,,,,,,,
Lamprea-Quiroga et al. - 2023 - Soil erosion due to rainfall and the impacts of climate change in an Andean highland in Colombia.pdf,Lamprea-Quiroga et al.2023,Cuadernos de Investigación Geográfica,10.18172/cig.5667,Scopus,South America,Regional,4.6,-74.0833,26,1980-2014,Daily,35,Daily records of 26 stations,MFI,"The daily records of 26 stations (35 years, from 1980 to 2014) were evaluated, using the Sen's statistic and the Mann-Kendall test with confidence levels higher than 90%",Statistical,Mann-Kendall test,Mixed,,,p<0.01,,Historical,,,,,,1981-2010,,Data scarcity,Data scarcity,,,High,No-ground only,The validation of MFIdmax2 to explain the degree of soil erosion is a new useful methodology for land use planning and monitoring.,Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2023.0,Mixed,Statistical,Daily,Americas,High,Ground Only,Significant (p<0.01),,4.6,-74.0833,Sec3: Observed Trends,,,,,,,,
